linkID,enterNodeID,exitNodeID,travelDirection,startTravelTime,whichDay,whichPeriod,travelTime,meanSpeed,speedDeviation,flow,density
603,608,654,-1,2014-07-29 23:45:00,2,96,78.007783,6.27,0.0,1,2.044535
603,608,654,-1,2014-07-29 23:30:00,2,95,140.953545,3.47,0.0,1,2.044535
603,608,654,-1,2014-07-29 23:15:00,2,94,161.422046,3.03,0.17,5,10.222674
603,608,654,-1,2014-07-29 23:00:00,2,93,158.287638,3.09,0.95,3,6.133605
603,608,654,-1,2014-07-29 22:45:00,2,92,126.720875,4.15,0.28,3,6.133605
603,608,654,-1,2014-07-29 22:30:00,2,91,96.092102,5.09,0.0,1,2.044535
603,608,654,-1,2014-07-29 22:15:00,2,90,91.081713,5.37,0.0,1,2.044535
603,608,654,-1,2014-07-29 22:00:00,2,89,119.879608,4.08,0.44,2,4.089070
603,608,654,-1,2014-07-29 21:45:00,2,88,130.082128,3.76,0.17,2,4.089070
603,608,654,-1,2014-07-29 21:30:00,2,87,119.004574,4.11,0.0,1,2.044535
603,608,654,-1,2014-07-29 21:15:00,2,86,115.355849,4.24,1.08,6,12.267209
603,608,654,-1,2014-07-29 21:00:00,2,85,72.033697,6.79,0.0,1,2.044535
603,608,654,-1,2014-07-29 20:45:00,2,84,84.039313,5.82,0.77,2,4.089070
603,608,654,-1,2014-07-29 20:30:00,2,83,140.548506,3.48,0.31,2,4.089070
603,608,654,-1,2014-07-29 20:15:00,2,82,96.092102,5.09,0.0,1,2.044535
603,608,654,-1,2014-07-29 20:00:00,2,81,110.408307,4.43,0.88,2,4.089070
603,608,654,-1,2014-07-29 19:45:00,2,80,108.252071,4.67,0.42,2,4.089070
603,608,654,-1,2014-07-29 19:30:00,2,79,85.959367,5.69,0.0,1,2.044535
603,608,654,-1,2014-07-29 19:15:00,2,78,140.548506,3.48,0.78,3,6.133605
603,608,654,-1,2014-07-29 19:00:00,2,77,132.191568,3.7,0.83,7,14.311744
603,608,654,-1,2014-07-29 18:45:00,2,76,128.552300,3.83,1.16,4,8.178140
603,608,654,-1,2014-07-29 18:30:00,2,75,115.084424,4.25,2.05,2,4.089070
603,608,654,-1,2014-07-29 18:15:00,2,74,118.731364,4.16,1.45,4,8.178140
603,608,654,-1,2014-07-29 18:00:00,2,73,126.384703,3.87,0.99,2,4.089070
603,608,654,-1,2014-07-29 17:45:00,2,72,101.264762,4.83,1.94,3,6.133605
603,608,654,-1,2014-07-29 17:30:00,2,71,101.643720,5.09,0.73,2,4.089070
603,608,654,-1,2014-07-29 17:15:00,2,70,101.643720,5.09,0.73,2,4.089070
603,608,654,-1,2014-07-29 17:00:00,2,69,101.643720,5.09,0.73,2,4.089070
603,608,654,-1,2014-07-29 16:45:00,2,68,67.001205,7.3,0.0,1,2.044535
603,608,654,-1,2014-07-29 16:30:00,2,67,111.924211,4.37,0.0,1,2.044535
603,608,654,-1,2014-07-29 16:15:00,2,66,107.025996,4.57,0.0,1,2.044535
603,608,654,-1,2014-07-29 16:00:00,2,65,153.807799,3.18,0.0,1,2.044535
603,608,654,-1,2014-07-29 15:45:00,2,64,141.770667,3.45,0.8,7,14.311744
603,608,654,-1,2014-07-29 15:30:00,2,63,112.438805,4.35,0.76,3,6.133605
603,608,654,-1,2014-07-29 15:15:00,2,62,82.065235,5.96,0.0,1,2.044535
603,608,654,-1,2014-07-29 15:00:00,2,61,133.636284,3.66,0.62,3,6.133605
603,608,654,-1,2014-07-29 14:45:00,2,60,152.370343,3.21,0.13,2,4.089070
603,608,654,-1,2014-07-29 14:30:00,2,59,114.011375,4.29,0.0,1,2.044535
603,608,654,-1,2014-07-29 14:15:00,2,58,131.480860,3.72,0.12,2,4.089070
603,608,654,-1,2014-07-29 14:00:00,2,57,142.182791,3.44,0.0,1,2.044535
603,608,654,-1,2014-07-29 13:45:00,2,56,122.891658,3.98,0.72,6,12.267209
603,608,654,-1,2014-07-29 13:30:00,2,55,122.891658,3.98,1.04,2,4.089070
603,608,654,-1,2014-07-29 13:15:00,2,54,91.937744,5.32,0.23,4,8.178140
603,608,654,-1,2014-07-29 13:00:00,2,53,198.824715,2.46,0.0,1,2.044535
603,608,654,-1,2014-07-29 12:45:00,2,52,144.706746,3.38,2.35,2,4.089070
603,608,654,-1,2014-07-29 12:30:00,2,51,164.683098,2.97,0.37,5,10.222674
603,608,654,-1,2014-07-29 12:15:00,2,50,200.454426,2.44,0.24,4,8.178140
603,608,654,-1,2014-07-29 12:00:00,2,49,276.332655,1.77,0.04,2,4.089070
603,608,654,-1,2014-07-29 11:45:00,2,48,202.111074,2.42,0.08,2,4.089070
603,608,654,-1,2014-07-29 11:30:00,2,47,385.125039,1.27,0.3,2,4.089070
603,608,654,-1,2014-07-29 11:15:00,2,46,243.662636,2.19,0.10,2,4.089070
603,608,654,-1,2014-07-29 11:00:00,2,45,243.662636,2.19,0.10,2,4.089070
603,608,654,-1,2014-07-29 10:45:00,2,44,243.662636,2.19,0.10,2,4.089070
603,608,654,-1,2014-07-29 10:30:00,2,43,243.662636,2.19,0.10,2,4.089070
603,608,654,-1,2014-07-29 10:15:00,2,42,243.662636,2.19,0.10,2,4.089070
603,608,654,-1,2014-07-29 10:00:00,2,41,193.323636,2.53,0.0,1,2.044535
603,608,654,-1,2014-07-29 09:45:00,2,40,194.090794,2.52,0.0,1,2.044535
603,608,654,-1,2014-07-29 09:30:00,2,39,194.090794,2.52,0.88,3,6.133605
603,608,654,-1,2014-07-29 09:15:00,2,38,344.442817,1.42,0.0,1,2.044535
603,608,654,-1,2014-07-29 09:00:00,2,37,281.097011,1.74,0.0,1,2.044535
603,608,654,-1,2014-07-29 08:45:00,2,36,204.648033,2.39,0.0,1,2.044535
603,608,654,-1,2014-07-29 08:30:00,2,35,440.638559,1.11,0.0,1,2.044535
603,608,654,-1,2014-07-29 08:15:00,2,34,288.243942,1.85,0.07,2,4.089070
603,608,654,-1,2014-07-29 08:00:00,2,33,288.243942,1.85,0.07,2,4.089070
603,608,654,-1,2014-07-29 07:45:00,2,32,288.243942,1.85,0.07,2,4.089070
603,608,654,-1,2014-07-29 07:30:00,2,31,288.243942,1.85,0.07,2,4.089070
603,608,654,-1,2014-07-29 07:15:00,2,30,288.243942,1.85,0.07,2,4.089070
603,608,654,-1,2014-07-29 07:00:00,2,29,232.908952,2.1,0.17,3,6.133605
603,608,654,-1,2014-07-29 06:45:00,2,28,274.780225,1.78,0.12,2,4.089070
603,608,654,-1,2014-07-29 06:30:00,2,27,81.927772,5.97,1.49,5,10.222674
603,608,654,-1,2014-07-29 06:15:00,2,26,148.378901,4.08,0.41,3,6.133605
603,608,654,-1,2014-07-29 06:00:00,2,25,148.378901,4.08,0.41,3,6.133605
603,608,654,-1,2014-07-29 05:45:00,2,24,148.378901,4.08,0.41,3,6.133605
603,608,654,-1,2014-07-29 05:30:00,2,23,96.661818,5.06,0.03,2,4.089070
603,608,654,-1,2014-07-29 05:15:00,2,22,140.145788,3.49,0.0,1,2.044535
603,608,654,-1,2014-07-29 05:00:00,2,21,117.714746,4.24,0.01,2,4.089070
603,608,654,-1,2014-07-29 04:45:00,2,20,109.912090,4.45,0.0,1,2.044535
